timestamp,heart_rate_mean,heart_rate_std,heart_rate_max,steps_total,cumulative_steps_max,spo2_mean,spo2_min,sleeping_users_count,sleep_quality_mean,active_users_count,pm25,pm10,aqi,co2,temperature,humidity,wind_speed,pressure,precipitation,rainfall,location,hour,day_of_week,month,is_weekend,aqi_category,temp_category,high_heart_rate,low_spo2,high_pollution,health_risk,risk_category
2025-10-22 12:20:53.751808,88.23299999999999,13.22882569591607,118.9,54075,6024,97.772,94.6,0,0.0,100,38.23,58.48,107.1,412.3,33.1,40.8,10.8,1011.51,0,0.0,hospital_C,12,2,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-22 13:20:53.751808,85.984,14.697376389249632,112.1,53396,6906,97.705,94.3,0,0.0,100,45.13,66.08,124.3,409.6,30.6,58.2,11.8,1023.56,1,6.89,hospital_C,13,2,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-22 14:20:53.751808,87.07600000000001,13.383135173445238,117.1,54136,7808,98.177,93.6,0,0.0,100,43.68,64.06,120.7,415.1,30.7,39.2,11.1,1029.17,0,0.0,hospital_C,14,2,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-22 15:20:53.751808,85.99600000000001,13.764145487828186,117.9,53581,8687,97.752,93.5,0,0.0,100,42.02,61.85,116.6,412.5,25.1,47.8,13.9,1007.87,0,0.0,hospital_C,15,2,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-22 16:20:53.751808,87.801,13.911288164071594,116.4,53926,9530,97.731,92.8,0,0.0,100,39.79,59.04,111.0,412.8,23.7,52.6,20.5,1039.35,0,0.0,hospital_C,16,2,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-22 17:20:53.751808,88.95299999999999,14.025614770731783,117.2,53680,10370,97.424,94.2,0,0.0,100,58.86,83.29,153.6,421.0,20.2,53.8,13.5,1013.75,0,0.0,hospital_C,17,2,10,0,Unhealthy,Warm,0,0,1,0,Low
2025-10-22 18:20:53.751808,86.824,14.863555320571074,122.8,53867,11306,97.671,93.8,0,0.0,100,51.11,74.27,139.3,415.8,22.5,60.6,12.3,1026.2,0,0.0,hospital_C,18,2,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-22 19:20:53.751808,72.068,11.656799983639845,102.3,54229,12229,98.021,93.7,0,0.0,100,53.71,77.33,145.8,418.4,19.8,56.7,8.4,1014.23,0,0.0,hospital_C,19,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-22 20:20:53.751808,72.796,10.399843821671148,95.0,53841,13104,97.89,92.2,0,0.0,100,32.63,48.39,94.1,410.8,15.0,74.9,10.6,1002.25,0,0.0,hospital_C,20,2,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-22 21:20:53.751808,71.596,11.87515801064465,102.9,54111,13993,97.796,92.1,0,0.0,100,36.45,53.0,102.6,410.1,11.1,74.2,15.1,1007.58,0,0.0,hospital_C,21,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-22 22:20:53.751808,71.09899999999999,10.36475666902416,108.8,53670,14838,97.618,93.0,0,0.0,100,39.03,56.22,109.1,411.5,16.8,66.0,2.7,996.95,0,0.0,hospital_C,22,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-22 23:20:53.751808,71.527,10.493132482387203,107.9,967,14856,97.778,93.1,100,75.126,100,38.75,56.17,108.4,411.3,15.9,54.7,7.4,1050.0,0,0.0,hospital_C,23,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-23 00:20:53.751808,71.611,9.902075029961644,97.5,0,0,97.841,94.3,100,76.305,100,50.09,69.58,136.7,416.4,12.1,67.9,12.9,1029.43,0,0.0,hospital_C,0,3,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-23 01:20:53.751808,71.819,10.711927601010611,99.8,1049,23,97.624,92.9,100,73.395,100,46.83,66.12,128.6,411.7,16.8,69.2,6.1,1032.55,0,0.0,hospital_C,1,3,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-23 02:20:53.751808,58.025,6.764201297412665,77.6,1008,33,97.74,93.4,100,74.766,100,37.12,55.18,104.3,412.4,19.0,80.9,6.4,1001.63,1,0.79,hospital_C,2,3,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-23 03:20:53.751808,58.784,7.5205942167981235,77.7,937,42,97.819,94.1,100,75.689,100,48.69,68.79,133.2,417.2,20.4,77.0,6.1,1002.83,0,0.0,hospital_C,3,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 04:20:53.751808,57.709,7.379935876100383,86.3,974,55,97.824,93.8,100,74.021,100,40.34,59.33,112.3,410.7,23.1,77.5,2.2,991.18,0,0.0,hospital_C,4,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 05:20:53.751808,58.93600000000001,7.885039151725401,84.7,1003,67,98.032,93.6,100,75.515,100,34.45,52.64,98.0,409.0,28.3,80.0,10.9,1027.29,1,7.69,hospital_C,5,3,10,0,Moderate,Warm,0,0,0,0,Low
2025-10-23 06:20:53.751808,57.578,7.422346548284326,81.5,53300,930,97.571,93.2,100,72.46300000000001,100,50.6,71.35,138.0,412.5,29.2,76.4,8.7,1007.0,0,0.0,hospital_C,6,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 07:20:53.751808,82.506,11.08821214104639,110.6,53667,1732,97.531,94.4,0,0.0,100,69.77,99.16,165.1,415.9,31.9,67.2,7.8,1022.98,0,0.0,hospital_C,7,3,10,0,Unhealthy,Hot,0,0,1,0,Low
2025-10-23 08:20:53.751808,82.15299999999999,11.277594261332172,111.2,53555,2613,97.702,94.3,0,0.0,100,66.41,95.1,161.6,412.4,33.5,57.0,8.0,1001.06,0,0.0,hospital_C,8,3,10,0,Unhealthy,Hot,0,0,1,0,Low
2025-10-23 09:20:53.751808,83.28299999999999,10.585639739140406,109.5,53457,3422,97.833,93.8,0,0.0,100,63.38,91.34,158.4,406.4,33.8,63.9,7.6,1003.4,1,1.0,hospital_C,9,3,10,0,Unhealthy,Hot,0,0,1,0,Low
2025-10-23 10:20:53.751808,82.53200000000001,11.364119327110576,109.4,53721,4305,97.77,94.1,0,0.0,100,50.59,73.47,138.0,409.3,35.1,56.8,13.5,1000.74,0,0.0,hospital_C,10,3,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-23 11:20:53.751808,87.675,15.432828547278593,131.8,53969,5213,97.882,93.1,0,0.0,100,59.74,83.7,154.6,417.9,34.0,55.6,12.5,1023.86,0,0.0,hospital_C,11,3,10,0,Unhealthy,Hot,0,0,1,0,Low
2025-10-23 12:20:53.751808,86.29799999999999,13.36093340355162,113.8,53853,6082,97.943,92.6,0,0.0,100,52.97,75.5,143.9,418.8,34.9,43.0,9.8,1012.24,0,0.0,hospital_C,12,3,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-23 13:20:53.751808,86.961,13.98364770116521,121.6,53301,6965,97.79,94.1,0,0.0,100,41.17,61.51,114.4,415.4,33.8,45.4,12.8,1012.91,0,0.0,hospital_C,13,3,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-23 14:20:53.751808,86.77600000000001,13.427629588413446,115.9,53761,7875,97.739,93.7,0,0.0,100,53.95,75.92,146.4,413.9,32.3,47.7,16.7,997.4,0,0.0,hospital_C,14,3,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-23 15:20:53.751808,88.639,14.550399314177607,138.2,53540,8771,97.725,94.0,0,0.0,100,54.43,76.19,147.6,411.5,25.8,60.6,12.9,1026.19,0,0.0,hospital_C,15,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 16:20:53.751808,89.044,13.897723961610811,129.9,53791,9660,97.852,93.5,0,0.0,100,39.09,58.23,109.2,409.6,22.1,48.1,13.4,1006.97,0,0.0,hospital_C,16,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 17:20:53.751808,87.666,12.7424940869343,121.8,53764,10563,97.855,93.9,0,0.0,100,48.21,70.97,132.0,410.4,22.8,58.9,9.6,1001.72,0,0.0,hospital_C,17,3,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-23 18:20:53.751808,88.165,13.63033140989002,120.2,53621,11425,97.762,94.1,0,0.0,100,63.38,88.45,158.4,415.0,17.4,67.0,14.4,980.0,0,0.0,hospital_C,18,3,10,0,Unhealthy,Mild,0,0,1,0,Low
2025-10-23 19:20:53.751808,71.27600000000001,11.010345181242094,101.7,53926,12302,97.679,93.4,0,0.0,100,55.94,79.91,150.6,413.3,18.6,67.2,7.9,1011.85,0,0.0,hospital_C,19,3,10,0,Unhealthy,Mild,0,0,1,0,Low
2025-10-23 20:20:53.751808,72.244,12.028126297234426,106.6,53824,13143,97.678,93.4,0,0.0,100,25.93,40.65,79.8,408.4,13.8,63.3,8.7,984.05,0,0.0,hospital_C,20,3,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-23 21:20:53.751808,71.758,11.086894438156625,101.5,53504,14001,97.593,93.0,0,0.0,100,26.02,40.94,80.0,407.9,16.6,61.7,4.2,998.58,0,0.0,hospital_C,21,3,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-23 22:20:53.751808,71.993,10.705150794610676,99.8,53918,14789,97.853,93.4,0,0.0,100,30.16,45.97,88.8,412.4,14.6,66.1,6.6,1016.92,0,0.0,hospital_C,22,3,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-23 23:20:53.751808,72.033,10.977534957237609,103.9,1019,14796,97.589,94.2,100,75.184,100,44.99,63.38,124.0,412.7,15.1,73.8,6.9,1031.48,0,0.0,hospital_C,23,3,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 00:20:53.751808,72.42699999999999,10.612198574558365,100.3,0,0,97.863,93.8,100,75.001,100,48.18,67.37,131.9,411.0,20.6,67.3,15.1,1034.18,0,0.0,hospital_C,0,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 01:20:53.751808,72.517,11.005297668290336,104.2,1013,17,97.871,93.2,100,77.67399999999999,100,44.85,63.83,123.6,412.9,15.8,63.8,11.6,1012.99,0,0.0,hospital_C,1,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 02:20:53.751808,58.172,7.886122320413578,80.3,944,28,97.707,93.7,100,75.858,100,44.13,63.28,121.8,415.3,17.2,82.5,10.6,999.6,1,1.08,hospital_C,2,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 03:20:53.751808,59.182,7.654791593729666,80.9,1036,41,97.928,93.9,100,73.42699999999999,100,47.81,67.78,131.0,413.9,19.2,73.0,5.3,1034.54,0,0.0,hospital_C,3,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 04:20:53.751808,57.684,6.786315999751621,78.9,1002,54,97.787,94.6,100,73.99,100,33.95,51.95,96.9,407.8,26.3,69.5,5.4,1023.46,0,0.0,hospital_C,4,4,10,0,Moderate,Warm,0,0,0,0,Low
2025-10-24 05:20:53.751808,58.99,7.636601126658168,77.6,952,64,97.604,94.2,100,73.781,100,43.67,63.29,120.7,412.3,23.6,86.9,5.7,1023.2,0,0.0,hospital_C,5,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 06:20:53.751808,58.148,6.5512660508245935,74.8,53727,958,97.717,94.2,100,76.039,100,37.68,56.42,105.7,415.7,29.6,78.9,7.0,1036.09,0,0.0,hospital_C,6,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 07:20:53.751808,82.712,10.253743145059197,113.3,53719,1812,97.634,93.7,0,0.0,100,77.46,108.04,173.2,419.4,27.9,57.5,8.6,1014.12,0,0.0,hospital_C,7,4,10,0,Unhealthy,Warm,0,0,1,0,Low
2025-10-24 08:20:53.751808,81.934,11.513191555688628,111.7,53468,2734,97.753,93.4,0,0.0,100,64.2,92.55,159.3,415.3,36.0,53.8,11.6,1015.43,0,0.0,hospital_C,8,4,10,0,Unhealthy,Hot,0,0,1,0,Low
2025-10-24 09:20:53.751808,82.51799999999999,9.681862455440102,109.6,53917,3580,97.921,91.5,0,0.0,100,54.28,80.82,147.2,414.9,34.2,58.9,10.8,1019.18,0,0.0,hospital_C,9,4,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-24 10:20:53.751808,84.381,10.901614142368588,108.3,53683,4455,97.798,93.7,0,0.0,100,53.89,77.29,146.2,411.0,35.1,54.7,14.6,1020.1,0,0.0,hospital_C,10,4,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-24 11:20:53.751808,89.459,13.452941513049678,127.3,54022,5291,97.485,93.2,0,0.0,100,53.26,76.22,144.7,414.0,33.9,61.2,16.8,1014.42,0,0.0,hospital_C,11,4,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-24 12:20:53.751808,87.60700000000001,13.060877312095696,118.1,53717,6171,97.798,93.3,0,0.0,100,35.33,55.13,99.9,408.3,30.8,44.2,22.8,1021.35,0,0.0,hospital_C,12,4,10,0,Moderate,Hot,0,0,0,0,Low
2025-10-24 13:20:53.751808,84.311,15.254281697314042,120.3,53941,7114,97.581,94.0,0,0.0,100,45.15,66.1,124.4,417.1,31.2,55.2,11.1,1021.86,1,5.17,hospital_C,13,4,10,0,Sensitive,Hot,0,0,1,0,Low
2025-10-24 14:20:53.751808,87.745,13.09095898208787,119.0,54015,7981,97.812,93.9,0,0.0,100,51.16,72.7,139.4,410.2,28.2,49.0,10.7,1038.23,0,0.0,hospital_C,14,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 15:20:53.751808,89.24600000000001,12.537994136611209,130.7,53725,8798,97.847,93.4,0,0.0,100,49.61,70.61,135.5,409.4,27.3,41.8,14.9,980.0,0,0.0,hospital_C,15,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 16:20:53.751808,86.73899999999999,14.2375154951539,133.0,53822,9698,98.011,93.4,0,0.0,100,53.25,74.6,144.6,413.1,22.9,54.5,19.9,986.8,0,0.0,hospital_C,16,4,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-24 17:20:53.751808,85.802,15.54840587496111,137.1,53771,10550,97.6,93.4,0,0.0,100,52.03,75.39,141.6,417.9,19.3,71.5,10.3,980.0,1,2.9,hospital_C,17,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 18:20:53.751808,88.904,15.194057317839032,128.6,53779,11361,97.968,93.1,0,0.0,100,41.36,63.0,114.9,408.3,19.4,55.5,10.4,1005.49,0,0.0,hospital_C,18,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 19:20:53.751808,71.319,10.548538076698378,100.5,53469,12252,97.743,93.4,0,0.0,100,47.73,70.42,130.8,415.8,16.7,57.9,8.1,991.91,0,0.0,hospital_C,19,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-24 20:20:53.751808,72.154,10.232661314426348,107.9,53613,13135,97.63,93.6,0,0.0,100,27.76,42.77,83.7,403.6,17.1,69.4,7.8,998.42,1,2.28,hospital_C,20,4,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-24 21:20:53.751808,71.27600000000001,10.035705146016284,94.6,53831,14042,97.851,94.1,0,0.0,100,34.9,51.2,98.9,411.0,14.1,58.4,10.4,1013.75,0,0.0,hospital_C,21,4,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-24 22:20:53.751808,73.535,11.411250650745584,105.7,54239,14917,98.178,93.8,0,0.0,100,45.77,64.0,125.9,411.4,9.8,76.6,10.3,1005.99,0,0.0,hospital_C,22,4,10,0,Sensitive,Cold,0,0,1,0,Low
2025-10-24 23:20:53.751808,71.661,11.02668842290185,98.6,954,14925,97.91,94.5,100,74.96300000000001,100,36.95,54.1,103.9,412.8,14.5,68.8,9.8,999.46,0,0.0,hospital_C,23,4,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-25 00:20:53.751808,71.887,10.999363204708304,101.2,0,0,97.717,93.5,100,73.642,100,24.77,38.57,77.3,407.1,12.7,62.4,5.3,1024.64,1,3.14,hospital_C,0,5,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-25 01:20:53.751808,71.538,10.700389684209606,96.0,1030,17,97.867,93.5,100,73.205,100,36.3,52.15,102.2,411.1,15.1,59.7,6.2,1012.77,0,0.0,hospital_C,1,5,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-25 02:20:53.751808,58.416,7.041790405941669,80.4,1010,36,97.784,92.8,100,76.192,100,33.51,49.17,96.0,409.7,16.5,86.7,6.4,984.74,0,0.0,hospital_C,2,5,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-25 03:20:53.751808,58.642,7.7686651089976575,84.2,978,46,97.703,92.9,100,74.59100000000001,100,24.01,38.39,75.7,406.6,20.2,77.1,6.7,1022.57,0,0.0,hospital_C,3,5,10,1,Moderate,Warm,0,0,0,0,Low
2025-10-25 04:20:53.751808,58.79,7.708875902280935,81.6,1001,62,97.722,93.7,100,75.747,100,39.75,56.74,110.9,408.9,24.2,81.1,11.9,996.59,1,3.33,hospital_C,4,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 05:20:53.751808,58.603,8.003994646614297,81.7,1005,75,97.599,94.4,100,75.169,100,38.05,54.88,106.6,411.6,28.7,74.3,8.1,1026.65,0,0.0,hospital_C,5,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 06:20:53.751808,57.858,7.529862166230153,79.3,53653,960,97.849,93.8,100,73.925,100,36.1,52.65,101.7,410.5,32.3,71.1,7.3,1017.68,0,0.0,hospital_C,6,5,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-25 07:20:53.751808,82.39,11.879024039087222,109.3,53588,1878,97.875,94.5,0,0.0,100,47.35,70.46,129.9,412.5,29.8,62.2,10.5,990.57,0,0.0,hospital_C,7,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 08:20:53.751808,82.708,10.857848067018836,116.3,53928,2735,97.957,93.1,0,0.0,100,58.58,83.3,153.4,415.8,32.6,61.7,7.2,1001.64,0,0.0,hospital_C,8,5,10,1,Unhealthy,Hot,0,0,1,0,Low
2025-10-25 09:20:53.751808,81.874,10.177184028378118,111.6,53934,3585,97.785,91.8,0,0.0,100,48.87,71.85,133.7,414.0,32.8,55.7,9.5,997.15,0,0.0,hospital_C,9,5,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-25 10:20:53.751808,80.851,10.014892899975507,110.3,53716,4443,98.083,93.1,0,0.0,100,48.69,69.03,133.2,407.9,27.9,59.2,18.2,1015.08,0,0.0,hospital_C,10,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 11:20:53.751808,87.874,13.749465517619294,117.9,53915,5325,97.552,93.4,0,0.0,100,50.48,70.8,137.7,412.8,32.7,60.9,10.4,1012.1,0,0.0,hospital_C,11,5,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-25 12:20:53.751808,86.555,13.33263161032231,116.5,53923,6238,97.819,94.0,0,0.0,100,44.76,63.88,123.4,415.3,30.5,46.3,18.2,1049.32,1,3.0,hospital_C,12,5,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-25 13:20:53.751808,87.861,14.921761581223205,121.5,54072,7092,97.712,92.0,0,0.0,100,32.33,49.2,93.4,408.0,28.1,52.3,18.3,1009.54,0,0.0,hospital_C,13,5,10,1,Moderate,Warm,0,0,0,0,Low
2025-10-25 14:20:53.751808,87.914,16.293327753805524,129.2,53717,8015,97.52,93.2,0,0.0,100,38.15,55.63,106.9,409.0,25.2,46.6,14.8,1015.55,0,0.0,hospital_C,14,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 15:20:53.751808,87.509,15.419233005070206,134.8,53931,8921,97.775,94.2,0,0.0,100,50.05,69.13,136.6,411.3,25.9,47.1,16.0,1007.2,0,0.0,hospital_C,15,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 16:20:53.751808,85.796,13.357901002474875,125.0,53775,9759,98.105,93.8,0,0.0,100,34.93,51.46,99.0,410.3,27.5,45.8,9.2,1018.83,0,0.0,hospital_C,16,5,10,1,Moderate,Warm,0,0,0,0,Low
2025-10-25 17:20:53.751808,87.133,14.27002972964137,123.6,53619,10614,97.905,92.6,0,0.0,100,35.96,54.53,101.4,409.3,20.0,53.4,10.8,1008.59,1,0.09,hospital_C,17,5,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-25 18:20:53.751808,85.075,14.162964756966344,119.3,53507,11471,97.515,92.8,0,0.0,100,47.12,67.38,129.3,412.1,19.6,64.0,15.4,1033.49,0,0.0,hospital_C,18,5,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-25 19:20:53.751808,74.032,9.176847019108532,96.1,53448,12360,97.846,94.2,0,0.0,100,44.23,64.08,122.1,410.9,20.2,64.1,11.6,1017.88,1,2.93,hospital_C,19,5,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-25 20:20:53.751808,71.878,10.259586106208529,105.9,53842,13249,97.942,94.1,0,0.0,100,23.62,36.38,74.8,408.0,10.2,72.1,11.5,990.37,0,0.0,hospital_C,20,5,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-25 21:20:53.751808,71.457,11.471178243887172,95.6,53922,14129,97.855,94.5,0,0.0,100,41.05,56.68,114.1,411.5,16.4,65.7,5.4,1010.05,1,0.13,hospital_C,21,5,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-25 22:20:53.751808,71.288,10.398837153327008,92.3,53958,14989,97.763,92.7,0,0.0,100,33.87,48.58,96.7,411.0,10.4,63.2,10.9,1026.34,1,0.62,hospital_C,22,5,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-25 23:20:53.751808,71.913,10.869990707438436,99.1,1057,15001,97.666,94.1,100,73.45100000000001,100,26.98,40.86,82.0,411.0,14.5,58.1,6.9,994.88,0,0.0,hospital_C,23,5,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-26 00:20:53.751808,73.717,10.587156837366203,101.5,0,0,97.885,93.8,100,75.73,100,35.47,50.93,100.2,413.3,14.9,73.9,9.1,1004.41,0,0.0,hospital_C,0,6,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-26 01:20:53.751808,72.988,10.51149712063756,98.9,1005,21,97.722,92.6,100,75.883,100,31.53,46.64,91.7,412.5,14.9,59.5,1.5,1012.79,0,0.0,hospital_C,1,6,10,1,Moderate,Mild,0,0,0,0,Low
2025-10-26 02:20:53.751808,58.249,7.938774490060817,88.2,994,37,97.423,93.0,100,75.98,100,40.15,56.84,111.9,412.4,18.0,79.8,6.2,1020.84,1,2.65,hospital_C,2,6,10,1,Sensitive,Mild,0,0,1,0,Low
2025-10-26 03:20:53.751808,58.041,7.28295498635913,76.6,1019,51,97.767,94.0,100,72.72,100,38.07,54.64,106.7,410.1,22.2,80.7,3.6,1012.77,0,0.0,hospital_C,3,6,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-26 04:20:53.751808,57.664,6.578807727172995,76.4,1013,63,97.789,93.7,100,77.782,100,43.61,61.19,120.5,412.4,21.4,82.4,9.2,1015.8,0,0.0,hospital_C,4,6,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-26 05:20:53.751808,58.301,7.233891823153765,76.6,1048,71,97.659,93.0,100,74.275,100,27.59,42.79,83.3,406.5,25.6,69.5,7.5,1003.09,0,0.0,hospital_C,5,6,10,1,Moderate,Warm,0,0,0,0,Low
2025-10-26 06:20:53.751808,58.262,7.325461063849825,76.6,53547,945,97.643,92.3,100,70.585,100,36.91,53.59,103.8,411.0,25.3,71.1,11.0,1017.07,1,1.22,hospital_C,6,6,10,1,Sensitive,Warm,0,0,1,0,Low
2025-10-26 07:20:53.751808,82.397,11.57898178562861,111.7,53350,1791,97.622,93.1,0,0.0,100,54.11,78.28,146.8,418.3,31.5,54.0,8.9,1002.28,0,0.0,hospital_C,7,6,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-26 08:20:53.751808,82.14299999999999,10.452434398190928,105.3,53799,2672,97.769,93.5,0,0.0,100,39.48,61.23,110.2,411.3,32.0,56.3,8.0,1006.99,0,0.0,hospital_C,8,6,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-26 09:20:53.751808,83.675,11.126185103147217,118.0,53668,3553,97.671,93.1,0,0.0,100,39.68,61.23,110.7,412.8,31.5,56.3,12.5,997.05,0,0.0,hospital_C,9,6,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-26 10:20:53.751808,82.74799999999999,10.44650132336132,105.4,54071,4427,97.886,93.8,0,0.0,100,43.58,63.12,120.5,413.1,38.3,59.0,11.1,999.66,0,0.0,hospital_C,10,6,10,1,Sensitive,Hot,0,0,1,0,Low
2025-10-26 11:20:53.751808,87.073,13.79529897238091,121.5,53577,5317,97.831,93.4,0,0.0,100,37.71,56.05,105.8,413.3,31.5,54.6,21.2,1025.92,0,0.0,hospital_C,11,6,10,1,Sensitive,Hot,0,0,1,0,Low
