timestamp,location,pm25,pm10,aqi,co2
2025-10-25 23:20:53.751808,hospital_C,26.98,40.86,82.0,411.0
2025-10-26 00:20:53.751808,hospital_C,35.47,50.93,100.2,413.3
2025-10-26 01:20:53.751808,hospital_C,31.53,46.64,91.7,412.5
2025-10-26 02:20:53.751808,hospital_C,40.15,56.84,111.9,412.4
2025-10-26 03:20:53.751808,hospital_C,38.07,54.64,106.7,410.1
2025-10-26 04:20:53.751808,hospital_C,43.61,61.19,120.5,412.4
2025-10-26 05:20:53.751808,hospital_C,27.59,42.79,83.3,406.5
2025-10-26 06:20:53.751808,hospital_C,36.91,53.59,103.8,411.0
2025-10-26 07:20:53.751808,hospital_C,54.11,78.28,146.8,418.3
2025-10-26 08:20:53.751808,hospital_C,39.48,61.23,110.2,411.3
2025-10-26 09:20:53.751808,hospital_C,39.68,61.23,110.7,412.8
2025-10-26 10:20:53.751808,hospital_C,43.58,63.12,120.5,413.1
2025-10-26 11:20:53.751808,hospital_C,37.71,56.05,105.8,413.3
2025-10-26 12:20:53.751808,hospital_C,48.65,68.37,133.1,414.9
2025-10-26 13:20:53.751808,hospital_C,40.17,58.26,111.9,412.5
2025-10-26 14:20:53.751808,hospital_C,35.51,52.58,100.3,411.7
2025-10-26 15:20:53.751808,hospital_C,49.51,68.51,135.3,416.4
2025-10-26 16:20:53.751808,hospital_C,33.83,50.19,96.6,410.4
2025-10-26 17:20:53.751808,hospital_C,35.28,53.74,99.7,411.1
2025-10-26 18:20:53.751808,hospital_C,48.11,68.53,131.8,408.3
2025-10-26 19:20:53.751808,hospital_C,36.26,54.87,102.1,409.6
2025-10-26 20:20:53.751808,hospital_C,29.89,43.62,88.2,406.7
2025-10-26 21:20:53.751808,hospital_C,34.0,48.53,97.0,410.2
2025-10-26 22:20:53.751808,hospital_C,31.7,46.08,92.1,407.8
2025-10-26 23:20:53.751808,hospital_C,38.95,54.7,108.9,414.5
2025-10-27 00:20:53.751808,hospital_C,37.56,55.11,105.4,409.3
2025-10-27 01:20:53.751808,hospital_C,44.53,63.46,122.8,411.4
2025-10-27 02:20:53.751808,hospital_C,41.68,60.45,115.7,413.3
2025-10-27 03:20:53.751808,hospital_C,31.76,49.23,92.2,411.7
2025-10-27 04:20:53.751808,hospital_C,44.45,64.08,122.6,411.3
2025-10-27 05:20:53.751808,hospital_C,43.87,63.52,121.2,412.0
2025-10-27 06:20:53.751808,hospital_C,34.03,52.2,97.1,412.6
2025-10-27 07:20:53.751808,hospital_C,64.51,93.08,159.6,417.4
2025-10-27 08:20:53.751808,hospital_C,71.92,101.47,167.4,413.3
2025-10-27 09:20:53.751808,hospital_C,66.79,95.28,162.0,415.3
2025-10-27 10:20:53.751808,hospital_C,58.26,82.34,153.0,408.8
2025-10-27 11:20:53.751808,hospital_C,50.05,72.5,136.6,412.0
2025-10-27 12:20:53.751808,hospital_C,52.71,75.21,143.3,415.7
2025-10-27 13:20:53.751808,hospital_C,42.96,63.58,118.9,410.2
2025-10-27 14:20:53.751808,hospital_C,46.2,66.98,127.0,410.4
2025-10-27 15:20:53.751808,hospital_C,52.25,73.67,142.1,413.2
2025-10-27 16:20:53.751808,hospital_C,23.63,40.37,74.8,406.9
2025-10-27 17:20:53.751808,hospital_C,43.74,65.81,120.8,408.1
2025-10-27 18:20:53.751808,hospital_C,41.79,63.5,116.0,411.9
2025-10-27 19:20:53.751808,hospital_C,64.51,89.81,159.6,417.0
2025-10-27 20:20:53.751808,hospital_C,33.31,49.18,95.5,410.4
2025-10-27 21:20:53.751808,hospital_C,34.85,51.14,98.8,408.5
2025-10-27 22:20:53.751808,hospital_C,31.46,47.47,91.6,405.9
2025-10-27 23:20:53.751808,hospital_C,37.08,54.25,104.2,410.8
2025-10-28 00:20:53.751808,hospital_C,39.91,57.82,111.3,410.2
2025-10-28 01:20:53.751808,hospital_C,35.8,53.37,101.0,411.3
2025-10-28 02:20:53.751808,hospital_C,34.52,52.18,98.1,411.3
2025-10-28 03:20:53.751808,hospital_C,37.28,55.6,104.7,408.9
2025-10-28 04:20:53.751808,hospital_C,35.1,53.27,99.4,408.9
2025-10-28 05:20:53.751808,hospital_C,50.34,71.0,137.3,415.2
2025-10-28 06:20:53.751808,hospital_C,50.49,71.22,137.7,415.2
2025-10-28 07:20:53.751808,hospital_C,54.47,81.47,147.7,413.8
2025-10-28 08:20:53.751808,hospital_C,56.72,83.91,151.4,419.2
2025-10-28 09:20:53.751808,hospital_C,52.13,78.34,141.8,416.7
2025-10-28 10:20:53.751808,hospital_C,58.61,82.74,153.4,420.9
2025-10-28 11:20:53.751808,hospital_C,47.74,69.84,130.8,414.9
2025-10-28 12:20:53.751808,hospital_C,66.44,91.08,161.6,414.2
2025-10-28 13:20:53.751808,hospital_C,36.82,56.48,103.6,406.5
2025-10-28 14:20:53.751808,hospital_C,52.32,74.04,142.3,408.9
2025-10-28 15:20:53.751808,hospital_C,43.24,63.25,119.6,413.0
2025-10-28 16:20:53.751808,hospital_C,46.59,66.9,128.0,413.9
2025-10-28 17:20:53.751808,hospital_C,54.8,78.59,148.5,418.6
2025-10-28 18:20:53.751808,hospital_C,44.29,66.39,122.2,410.6
2025-10-28 19:20:53.751808,hospital_C,46.07,68.5,126.7,414.8
2025-10-28 20:20:53.751808,hospital_C,42.46,59.75,117.7,412.8
2025-10-28 21:20:53.751808,hospital_C,44.83,62.67,123.6,409.4
2025-10-28 22:20:53.751808,hospital_C,48.6,67.28,133.0,417.4
2025-10-28 23:20:53.751808,hospital_C,43.92,62.15,121.3,416.5
2025-10-29 00:20:53.751808,hospital_C,30.44,46.87,89.4,408.0
2025-10-29 01:20:53.751808,hospital_C,37.08,54.85,104.2,411.9
2025-10-29 02:20:53.751808,hospital_C,36.15,54.05,101.9,411.7
2025-10-29 03:20:53.751808,hospital_C,51.69,72.26,140.7,416.0
2025-10-29 04:20:53.751808,hospital_C,45.73,65.56,125.8,410.1
2025-10-29 05:20:53.751808,hospital_C,39.27,58.21,109.7,413.7
2025-10-29 06:20:53.751808,hospital_C,49.28,69.82,134.7,413.4
2025-10-29 07:20:53.751808,hospital_C,60.48,88.42,155.4,409.2
2025-10-29 08:20:53.751808,hospital_C,54.17,80.96,146.9,420.3
2025-10-29 09:20:53.751808,hospital_C,51.4,77.49,140.0,414.5
2025-10-29 10:20:53.751808,hospital_C,59.46,83.72,154.3,411.6
2025-10-29 11:20:53.751808,hospital_C,52.15,74.94,141.9,416.8
2025-10-29 12:20:53.751808,hospital_C,49.59,71.61,135.5,421.3
2025-10-29 13:20:53.751808,hospital_C,35.83,55.33,101.1,412.2
2025-10-29 14:20:53.751808,hospital_C,45.74,66.44,125.9,414.5
2025-10-29 15:20:53.751808,hospital_C,49.28,70.23,134.7,411.5
2025-10-29 16:20:53.751808,hospital_C,46.91,67.27,128.8,408.1
2025-10-29 17:20:53.751808,hospital_C,58.14,82.45,152.9,416.2
2025-10-29 18:20:53.751808,hospital_C,58.25,82.53,153.0,418.5
2025-10-29 19:20:53.751808,hospital_C,56.08,80.07,150.7,415.5
2025-10-29 20:20:53.751808,hospital_C,31.64,47.25,92.0,407.9
2025-10-29 21:20:53.751808,hospital_C,44.85,62.69,123.6,415.9
2025-10-29 22:20:53.751808,hospital_C,37.03,53.9,104.1,410.5
2025-10-29 23:20:53.751808,hospital_C,33.96,50.64,96.9,412.0
2025-10-30 00:20:53.751808,hospital_C,44.54,63.17,122.9,417.1
2025-10-30 01:20:53.751808,hospital_C,36.21,53.85,102.0,409.4
2025-10-30 02:20:53.751808,hospital_C,43.93,63.05,121.3,413.7
2025-10-30 03:20:53.751808,hospital_C,42.05,61.12,116.6,409.6
2025-10-30 04:20:53.751808,hospital_C,49.36,69.75,134.9,415.4
2025-10-30 05:20:53.751808,hospital_C,38.85,57.72,108.6,413.8
2025-10-30 06:20:53.751808,hospital_C,51.66,72.56,140.6,414.4
2025-10-30 07:20:53.751808,hospital_C,64.85,93.47,159.9,417.8
2025-10-30 08:20:53.751808,hospital_C,56.0,83.08,150.6,415.2
2025-10-30 09:20:53.751808,hospital_C,43.75,68.65,120.9,414.2
2025-10-30 10:20:53.751808,hospital_C,40.38,61.68,112.5,414.6
2025-10-30 11:20:53.751808,hospital_C,48.33,70.52,132.3,412.7
2025-10-30 12:20:53.751808,hospital_C,44.84,66.11,123.6,411.6
2025-10-30 13:20:53.751808,hospital_C,58.75,81.82,153.5,407.7
2025-10-30 14:20:53.751808,hospital_C,56.51,78.88,151.2,416.1
2025-10-30 15:20:53.751808,hospital_C,37.04,56.09,104.1,408.2
2025-10-30 16:20:53.751808,hospital_C,57.66,79.69,152.4,412.4
2025-10-30 17:20:53.751808,hospital_C,42.73,64.64,118.3,414.5
2025-10-30 18:20:53.751808,hospital_C,55.62,79.48,150.2,412.2
2025-10-30 19:20:53.751808,hospital_C,54.75,78.53,148.4,411.8
2025-10-30 20:20:53.751808,hospital_C,43.68,61.16,120.7,414.6
2025-10-30 21:20:53.751808,hospital_C,40.87,58.1,113.7,412.2
2025-10-30 22:20:53.751808,hospital_C,49.17,67.94,134.4,413.4
2025-10-30 23:20:53.751808,hospital_C,32.27,48.69,93.3,410.2
2025-10-31 00:20:53.751808,hospital_C,53.17,73.14,144.4,411.5
2025-10-31 01:20:53.751808,hospital_C,39.35,57.48,109.9,411.9
2025-10-31 02:20:53.751808,hospital_C,42.2,61.05,117.0,409.4
2025-10-31 03:20:53.751808,hospital_C,50.18,70.51,136.9,420.0
2025-10-31 04:20:53.751808,hospital_C,45.2,64.94,124.5,410.2
2025-10-31 05:20:53.751808,hospital_C,35.0,53.28,99.1,410.4
2025-10-31 06:20:53.751808,hospital_C,51.26,72.1,139.6,415.3
2025-10-31 07:20:53.751808,hospital_C,64.13,92.64,159.2,414.0
2025-10-31 08:20:53.751808,hospital_C,53.98,80.74,146.5,417.1
2025-10-31 09:20:53.751808,hospital_C,70.65,99.74,166.1,411.5
2025-10-31 10:20:53.751808,hospital_C,63.78,88.72,158.8,417.7
2025-10-31 11:20:53.751808,hospital_C,61.17,85.36,156.1,411.4
2025-10-31 12:20:53.751808,hospital_C,39.36,59.78,109.9,410.7
2025-10-31 13:20:53.751808,hospital_C,51.95,73.96,141.4,419.2
2025-10-31 14:20:53.751808,hospital_C,52.27,73.98,142.2,413.5
2025-10-31 15:20:53.751808,hospital_C,38.38,57.64,107.4,413.4
2025-10-31 16:20:53.751808,hospital_C,38.05,57.03,106.6,414.1
2025-10-31 17:20:53.751808,hospital_C,50.35,73.45,137.4,418.1
2025-10-31 18:20:53.751808,hospital_C,58.61,82.93,153.4,414.9
2025-10-31 19:20:53.751808,hospital_C,48.29,71.07,132.2,412.3
2025-10-31 20:20:53.751808,hospital_C,39.59,56.44,110.5,411.2
2025-10-31 21:20:53.751808,hospital_C,34.03,50.19,97.1,409.4
2025-10-31 22:20:53.751808,hospital_C,38.95,56.13,108.9,406.3
2025-10-31 23:20:53.751808,hospital_C,42.24,60.2,117.1,409.4
2025-11-01 00:20:53.751808,hospital_C,28.47,42.84,85.2,405.6
2025-11-01 01:20:53.751808,hospital_C,26.05,40.31,80.0,405.8
2025-11-01 02:20:53.751808,hospital_C,32.49,47.98,93.8,413.0
2025-11-01 03:20:53.751808,hospital_C,34.14,50.1,97.3,410.1
2025-11-01 04:20:53.751808,hospital_C,39.47,56.42,110.2,411.3
2025-11-01 05:20:53.751808,hospital_C,37.35,54.07,104.9,408.0
2025-11-01 06:20:53.751808,hospital_C,45.36,63.36,124.9,417.0
2025-11-01 07:20:53.751808,hospital_C,41.98,64.26,116.4,409.3
2025-11-01 08:20:53.751808,hospital_C,51.94,75.63,141.4,411.4
2025-11-01 09:20:53.751808,hospital_C,57.01,81.26,151.7,413.0
2025-11-01 10:20:53.751808,hospital_C,57.84,79.6,152.6,418.9
2025-11-01 11:20:53.751808,hospital_C,44.51,63.9,122.8,414.8
2025-11-01 12:20:53.751808,hospital_C,49.05,68.84,134.1,411.9
2025-11-01 13:20:53.751808,hospital_C,35.83,53.25,101.1,410.3
2025-11-01 14:20:53.751808,hospital_C,45.41,64.02,125.0,412.9
2025-11-01 15:20:53.751808,hospital_C,29.15,44.98,86.6,407.3
2025-11-01 16:20:53.751808,hospital_C,37.96,54.97,106.4,410.5
2025-11-01 17:20:53.751808,hospital_C,59.63,81.89,154.5,411.2
2025-11-01 18:20:53.751808,hospital_C,48.52,69.0,132.8,417.2
2025-11-01 19:20:53.751808,hospital_C,61.86,84.46,156.8,414.4
2025-11-01 20:20:53.751808,hospital_C,33.98,48.35,97.0,410.8
2025-11-01 21:20:53.751808,hospital_C,33.0,47.38,94.9,409.3
2025-11-01 22:20:53.751808,hospital_C,34.96,49.84,99.0,404.9
2025-11-01 23:20:53.751808,hospital_C,37.06,52.51,104.1,410.7
2025-11-02 00:20:53.751808,hospital_C,33.28,48.4,95.5,413.5
2025-11-02 01:20:53.751808,hospital_C,31.83,46.98,92.4,408.5
2025-11-02 02:20:53.751808,hospital_C,46.43,64.09,127.6,410.6
2025-11-02 03:20:53.751808,hospital_C,34.02,49.96,97.0,409.4
2025-11-02 04:20:53.751808,hospital_C,41.75,59.05,115.9,412.1
2025-11-02 05:20:53.751808,hospital_C,31.08,46.81,90.8,408.1
2025-11-02 06:20:53.751808,hospital_C,34.73,51.07,98.6,409.7
2025-11-02 07:20:53.751808,hospital_C,57.7,82.43,152.4,416.5
2025-11-02 08:20:53.751808,hospital_C,40.78,62.74,113.5,413.8
2025-11-02 09:20:53.751808,hospital_C,55.12,79.08,149.3,419.1
2025-11-02 10:20:53.751808,hospital_C,46.98,67.05,129.0,415.7
2025-11-02 11:20:53.751808,hospital_C,46.11,65.75,126.8,416.1
2025-11-02 12:20:53.751808,hospital_C,45.37,64.58,124.9,412.2
2025-11-02 13:20:53.751808,hospital_C,55.33,75.77,149.8,417.6
2025-11-02 14:20:53.751808,hospital_C,43.59,61.92,120.5,409.0
2025-11-02 15:20:53.751808,hospital_C,30.97,47.08,90.5,409.6
2025-11-02 16:20:53.751808,hospital_C,39.35,56.57,109.9,409.6
2025-11-02 17:20:53.751808,hospital_C,45.97,66.1,126.4,416.7
2025-11-02 18:20:53.751808,hospital_C,49.94,70.64,136.3,410.5
2025-11-02 19:20:53.751808,hospital_C,44.09,63.93,121.7,410.2
2025-11-02 20:20:53.751808,hospital_C,29.44,43.11,87.3,408.0
2025-11-02 21:20:53.751808,hospital_C,29.52,43.36,87.4,406.5
2025-11-02 22:20:53.751808,hospital_C,32.04,46.48,92.8,408.2
2025-11-02 23:20:53.751808,hospital_C,18.41,30.96,63.7,409.0
2025-11-03 00:20:53.751808,hospital_C,47.11,66.14,129.3,412.0
2025-11-03 01:20:53.751808,hospital_C,41.66,60.15,115.7,408.9
2025-11-03 02:20:53.751808,hospital_C,52.83,73.33,143.6,419.8
2025-11-03 03:20:53.751808,hospital_C,44.32,63.74,122.3,414.7
2025-11-03 04:20:53.751808,hospital_C,45.07,64.8,124.2,409.1
2025-11-03 05:20:53.751808,hospital_C,41.91,61.26,116.3,411.9
2025-11-03 06:20:53.751808,hospital_C,41.79,61.16,116.0,411.1
2025-11-03 07:20:53.751808,hospital_C,63.35,91.74,158.4,415.6
2025-11-03 08:20:53.751808,hospital_C,64.02,92.35,159.1,412.5
2025-11-03 09:20:53.751808,hospital_C,56.34,83.2,151.0,411.2
2025-11-03 10:20:53.751808,hospital_C,59.24,83.46,154.0,408.9
2025-11-03 11:20:53.751808,hospital_C,59.35,83.25,154.2,419.7
2025-11-03 12:20:53.751808,hospital_C,47.26,68.91,129.6,406.2
2025-11-03 13:20:53.751808,hospital_C,45.54,66.55,125.3,412.4
2025-11-03 14:20:53.751808,hospital_C,39.52,59.25,110.3,409.9
2025-11-03 15:20:53.751808,hospital_C,57.36,79.57,152.1,417.2
2025-11-03 16:20:53.751808,hospital_C,38.35,57.38,107.4,407.3
2025-11-03 17:20:53.751808,hospital_C,49.98,73.02,136.4,413.1
2025-11-03 18:20:53.751808,hospital_C,57.0,81.08,151.7,413.5
2025-11-03 19:20:53.751808,hospital_C,57.34,81.52,152.0,421.1
2025-11-03 20:20:53.751808,hospital_C,41.95,59.16,116.4,411.5
2025-11-03 21:20:53.751808,hospital_C,36.52,53.08,102.8,409.5
2025-11-03 22:20:53.751808,hospital_C,45.65,63.86,125.6,411.0
2025-11-03 23:20:53.751808,hospital_C,39.73,57.3,110.8,411.2
2025-11-04 00:20:53.751808,hospital_C,37.45,54.98,105.1,407.6
2025-11-04 01:20:53.751808,hospital_C,43.51,62.28,120.3,411.9
2025-11-04 02:20:53.751808,hospital_C,45.56,64.94,125.4,411.2
2025-11-04 03:20:53.751808,hospital_C,50.78,71.21,138.5,411.4
2025-11-04 04:20:53.751808,hospital_C,54.41,75.58,147.5,409.6
2025-11-04 05:20:53.751808,hospital_C,47.05,67.2,129.1,414.1
2025-11-04 06:20:53.751808,hospital_C,39.72,58.77,110.8,412.0
2025-11-04 07:20:53.751808,hospital_C,75.38,105.64,171.0,409.5
2025-11-04 08:20:53.751808,hospital_C,67.98,96.92,163.2,408.2
2025-11-04 09:20:53.751808,hospital_C,54.16,80.68,146.9,419.5
2025-11-04 10:20:53.751808,hospital_C,47.66,70.08,130.6,410.0
2025-11-04 11:20:53.751808,hospital_C,49.31,71.65,134.8,419.1
2025-11-04 12:20:53.751808,hospital_C,35.9,55.78,101.2,408.0
2025-11-04 13:20:53.751808,hospital_C,59.34,82.5,154.1,421.1
2025-11-04 14:20:53.751808,hospital_C,46.26,67.04,127.1,409.6
2025-11-04 15:20:53.751808,hospital_C,61.56,84.43,156.5,420.6
2025-11-04 16:20:53.751808,hospital_C,50.25,71.13,137.1,411.5
2025-11-04 17:20:53.751808,hospital_C,52.42,75.84,142.5,413.8
2025-11-04 18:20:53.751808,hospital_C,55.55,79.4,150.2,419.4
2025-11-04 19:20:53.751808,hospital_C,60.57,85.26,155.4,412.2
2025-11-04 20:20:53.751808,hospital_C,45.35,63.1,124.9,413.3
2025-11-04 21:20:53.751808,hospital_C,41.81,59.19,116.0,415.0
2025-11-04 22:20:53.751808,hospital_C,31.72,47.77,92.1,409.1
2025-11-04 23:20:53.751808,hospital_C,36.22,53.26,102.1,407.0
2025-11-05 00:20:53.751808,hospital_C,42.61,60.93,118.0,417.7
2025-11-05 01:20:53.751808,hospital_C,30.37,47.1,89.3,408.9
2025-11-05 02:20:53.751808,hospital_C,46.42,65.92,127.5,413.1
2025-11-05 03:20:53.751808,hospital_C,42.68,61.84,118.2,408.7
2025-11-05 04:20:53.751808,hospital_C,45.42,65.2,125.1,410.6
2025-11-05 05:20:53.751808,hospital_C,31.11,48.78,90.8,411.3
2025-11-05 06:20:53.751808,hospital_C,50.37,71.08,137.4,413.9
2025-11-05 07:20:53.751808,hospital_C,66.16,94.98,161.3,419.6
2025-11-05 08:20:53.751808,hospital_C,65.53,94.09,160.7,419.0
2025-11-05 09:20:53.751808,hospital_C,60.03,87.46,154.9,419.6
2025-11-05 10:20:53.751808,hospital_C,54.36,77.83,147.4,415.3
2025-11-05 11:20:53.751808,hospital_C,41.35,62.45,114.9,412.1
2025-11-05 12:20:53.751808,hospital_C,43.32,64.36,119.8,410.5
2025-11-05 13:20:53.751808,hospital_C,42.16,62.65,116.9,409.2
2025-11-05 14:20:53.751808,hospital_C,62.8,86.16,157.8,420.0
2025-11-05 15:20:53.751808,hospital_C,60.26,82.92,155.1,411.7
2025-11-05 16:20:53.751808,hospital_C,45.74,65.92,125.9,409.3
2025-11-05 17:20:53.751808,hospital_C,46.74,69.28,128.4,410.5
2025-11-05 18:20:53.751808,hospital_C,63.53,88.62,158.6,414.6
2025-11-05 19:20:53.751808,hospital_C,62.22,87.17,157.2,417.6
2025-11-05 20:20:53.751808,hospital_C,50.99,69.61,139.0,409.8
2025-11-05 21:20:53.751808,hospital_C,45.29,63.2,124.7,415.3
2025-11-05 22:20:53.751808,hospital_C,32.56,48.74,93.9,411.3
2025-11-05 23:20:53.751808,hospital_C,41.49,59.35,115.2,411.0
2025-11-06 00:20:53.751808,hospital_C,35.49,52.72,100.2,408.6
2025-11-06 01:20:53.751808,hospital_C,54.0,74.4,146.5,414.7
2025-11-06 02:20:53.751808,hospital_C,47.28,66.92,129.7,410.9
2025-11-06 03:20:53.751808,hospital_C,38.63,57.16,108.1,413.1
2025-11-06 04:20:53.751808,hospital_C,35.81,54.09,101.0,409.3
2025-11-06 05:20:53.751808,hospital_C,44.62,64.39,123.0,412.6
2025-11-06 06:20:53.751808,hospital_C,43.46,63.09,120.2,413.0
2025-11-06 07:20:53.751808,hospital_C,70.23,99.69,165.6,419.0
2025-11-06 08:20:53.751808,hospital_C,54.92,81.82,148.8,414.0
