timestamp,location,temperature,humidity,wind_speed,pressure,precipitation,rainfall
2025-10-23 03:20:53.751808,hospital_B,10.7,90.3,14.8,1009.91,1,8.14
2025-10-23 04:20:53.751808,hospital_B,15.5,93.5,9.3,1000.7,0,0.0
2025-10-23 05:20:53.751808,hospital_B,16.9,81.9,8.9,1008.71,1,1.96
2025-10-23 06:20:53.751808,hospital_B,16.2,87.0,7.9,994.45,0,0.0
2025-10-23 07:20:53.751808,hospital_B,19.6,68.4,21.7,1047.87,0,0.0
2025-10-23 08:20:53.751808,hospital_B,19.0,66.7,7.3,1039.44,0,0.0
2025-10-23 09:20:53.751808,hospital_B,17.9,73.0,13.5,1029.3,0,0.0
2025-10-23 10:20:53.751808,hospital_B,16.1,69.5,19.8,1038.02,0,0.0
2025-10-23 11:20:53.751808,hospital_B,20.7,68.0,18.1,1010.86,0,0.0
2025-10-23 12:20:53.751808,hospital_B,15.7,59.1,20.9,1023.44,0,0.0
2025-10-23 13:20:53.751808,hospital_B,18.2,60.7,16.5,1010.53,0,0.0
2025-10-23 14:20:53.751808,hospital_B,13.9,54.6,23.9,1025.36,1,0.09
2025-10-23 15:20:53.751808,hospital_B,14.7,59.4,17.8,1029.65,0,0.0
2025-10-23 16:20:53.751808,hospital_B,13.6,72.4,20.3,1012.92,0,0.0
2025-10-23 17:20:53.751808,hospital_B,12.3,64.7,20.4,1004.81,0,0.0
2025-10-23 18:20:53.751808,hospital_B,11.7,70.4,22.5,1005.79,1,0.92
2025-10-23 19:20:53.751808,hospital_B,7.6,71.4,6.7,1020.32,0,0.0
2025-10-23 20:20:53.751808,hospital_B,10.0,72.5,12.0,1026.99,0,0.0
2025-10-23 21:20:53.751808,hospital_B,7.3,73.7,8.9,995.67,0,0.0
2025-10-23 22:20:53.751808,hospital_B,6.6,77.1,9.3,1018.04,1,6.0
2025-10-23 23:20:53.751808,hospital_B,8.5,72.4,9.6,1014.53,0,0.0
2025-10-24 00:20:53.751808,hospital_B,9.4,72.3,12.8,1009.64,1,1.79
2025-10-24 01:20:53.751808,hospital_B,8.8,75.6,9.0,998.01,0,0.0
2025-10-24 02:20:53.751808,hospital_B,12.3,76.7,13.5,1000.23,0,0.0
2025-10-24 03:20:53.751808,hospital_B,11.9,78.2,14.0,1025.41,0,0.0
2025-10-24 04:20:53.751808,hospital_B,13.7,81.2,11.3,1002.12,0,0.0
2025-10-24 05:20:53.751808,hospital_B,14.2,86.3,10.8,995.49,0,0.0
2025-10-24 06:20:53.751808,hospital_B,17.2,82.7,15.9,1004.77,0,0.0
2025-10-24 07:20:53.751808,hospital_B,15.3,73.8,15.5,1020.46,1,1.02
2025-10-24 08:20:53.751808,hospital_B,20.7,61.6,9.1,1007.29,0,0.0
2025-10-24 09:20:53.751808,hospital_B,18.3,75.8,11.2,1008.19,0,0.0
2025-10-24 10:20:53.751808,hospital_B,21.4,61.5,24.3,1025.67,0,0.0
2025-10-24 11:20:53.751808,hospital_B,18.2,72.6,23.7,1011.07,0,0.0
2025-10-24 12:20:53.751808,hospital_B,21.2,52.9,18.4,1010.98,0,0.0
2025-10-24 13:20:53.751808,hospital_B,16.4,53.9,17.9,1009.29,0,0.0
2025-10-24 14:20:53.751808,hospital_B,16.4,59.7,18.4,1002.32,0,0.0
2025-10-24 15:20:53.751808,hospital_B,16.3,56.8,22.5,1015.08,0,0.0
2025-10-24 16:20:53.751808,hospital_B,10.6,64.5,16.2,991.1,0,0.0
2025-10-24 17:20:53.751808,hospital_B,12.6,72.0,21.4,1035.89,0,0.0
2025-10-24 18:20:53.751808,hospital_B,7.3,74.4,20.4,1015.88,0,0.0
2025-10-24 19:20:53.751808,hospital_B,9.7,73.6,10.3,980.0,0,0.0
2025-10-24 20:20:53.751808,hospital_B,8.5,79.0,14.1,1021.99,0,0.0
2025-10-24 21:20:53.751808,hospital_B,9.9,73.0,15.6,1004.92,0,0.0
2025-10-24 22:20:53.751808,hospital_B,10.2,77.5,13.3,1018.94,0,0.0
2025-10-24 23:20:53.751808,hospital_B,7.4,72.5,10.3,1042.35,0,0.0
2025-10-25 00:20:53.751808,hospital_B,10.9,66.5,13.8,1002.2,0,0.0
2025-10-25 01:20:53.751808,hospital_B,7.9,70.4,11.7,1038.22,0,0.0
2025-10-25 02:20:53.751808,hospital_B,10.3,91.6,14.8,1012.36,0,0.0
2025-10-25 03:20:53.751808,hospital_B,9.8,93.3,8.9,1011.05,1,0.0
2025-10-25 04:20:53.751808,hospital_B,14.9,80.6,12.5,1031.47,1,3.26
2025-10-25 05:20:53.751808,hospital_B,18.0,88.3,6.4,1026.21,0,0.0
2025-10-25 06:20:53.751808,hospital_B,15.7,82.3,13.1,1031.7,0,0.0
2025-10-25 07:20:53.751808,hospital_B,20.0,68.6,14.6,1007.71,1,3.75
2025-10-25 08:20:53.751808,hospital_B,18.0,71.8,8.4,1009.48,0,0.0
2025-10-25 09:20:53.751808,hospital_B,23.6,70.1,10.3,1004.08,1,0.97
2025-10-25 10:20:53.751808,hospital_B,21.7,69.1,17.3,1041.61,0,0.0
2025-10-25 11:20:53.751808,hospital_B,19.9,69.9,14.4,1016.15,1,3.24
2025-10-25 12:20:53.751808,hospital_B,17.9,56.5,27.0,1032.04,0,0.0
2025-10-25 13:20:53.751808,hospital_B,16.9,55.0,20.5,1014.55,0,0.0
2025-10-25 14:20:53.751808,hospital_B,16.6,61.3,15.7,1018.94,0,0.0
2025-10-25 15:20:53.751808,hospital_B,17.7,68.3,29.0,996.4,0,0.0
2025-10-25 16:20:53.751808,hospital_B,10.6,64.1,17.9,1020.85,1,1.43
2025-10-25 17:20:53.751808,hospital_B,10.4,83.5,20.8,987.72,1,6.75
2025-10-25 18:20:53.751808,hospital_B,10.4,77.9,23.0,1000.37,1,1.61
2025-10-25 19:20:53.751808,hospital_B,10.4,72.6,12.1,1009.2,0,0.0
2025-10-25 20:20:53.751808,hospital_B,6.5,75.6,12.1,1020.34,0,0.0
2025-10-25 21:20:53.751808,hospital_B,7.4,67.3,9.7,1011.35,0,0.0
2025-10-25 22:20:53.751808,hospital_B,6.5,78.9,12.1,992.17,0,0.0
2025-10-25 23:20:53.751808,hospital_B,7.9,71.7,15.5,1010.06,0,0.0
2025-10-26 00:20:53.751808,hospital_B,7.2,74.9,18.5,991.89,0,0.0
2025-10-26 01:20:53.751808,hospital_B,6.8,70.0,11.2,1001.01,1,3.64
2025-10-26 02:20:53.751808,hospital_B,11.0,93.6,8.8,1028.18,0,0.0
2025-10-26 03:20:53.751808,hospital_B,9.6,75.0,9.6,1027.6,0,0.0
2025-10-26 04:20:53.751808,hospital_B,15.2,86.2,14.8,1046.31,1,1.05
2025-10-26 05:20:53.751808,hospital_B,15.4,92.0,9.2,1013.77,1,8.29
2025-10-26 06:20:53.751808,hospital_B,19.2,76.2,12.7,1005.15,0,0.0
2025-10-26 07:20:53.751808,hospital_B,15.7,72.2,16.4,1019.98,0,0.0
2025-10-26 08:20:53.751808,hospital_B,19.3,73.5,12.8,1025.39,0,0.0
2025-10-26 09:20:53.751808,hospital_B,17.3,67.2,12.6,1017.71,0,0.0
2025-10-26 10:20:53.751808,hospital_B,17.6,67.3,19.0,1037.55,0,0.0
2025-10-26 11:20:53.751808,hospital_B,18.4,70.4,18.4,983.14,0,0.0
2025-10-26 12:20:53.751808,hospital_B,18.1,58.2,18.3,1035.32,0,0.0
2025-10-26 13:20:53.751808,hospital_B,20.3,57.7,22.1,1014.45,0,0.0
2025-10-26 14:20:53.751808,hospital_B,16.1,61.8,20.0,1019.51,0,0.0
2025-10-26 15:20:53.751808,hospital_B,14.8,62.7,23.2,997.77,0,0.0
2025-10-26 16:20:53.751808,hospital_B,14.8,65.7,19.0,1003.88,0,0.0
2025-10-26 17:20:53.751808,hospital_B,14.6,76.1,19.3,1016.9,0,0.0
2025-10-26 18:20:53.751808,hospital_B,12.6,71.8,17.5,996.83,0,0.0
2025-10-26 19:20:53.751808,hospital_B,12.3,65.2,16.9,1007.66,0,0.0
2025-10-26 20:20:53.751808,hospital_B,8.0,73.4,8.2,1011.77,0,0.0
2025-10-26 21:20:53.751808,hospital_B,6.5,75.1,14.9,1016.36,0,0.0
2025-10-26 22:20:53.751808,hospital_B,10.8,78.6,17.1,1003.04,0,0.0
2025-10-26 23:20:53.751808,hospital_B,7.2,75.4,15.2,1032.33,1,1.15
2025-10-27 00:20:53.751808,hospital_B,8.2,76.6,14.7,1013.31,0,0.0
2025-10-27 01:20:53.751808,hospital_B,11.9,74.9,11.6,1029.82,0,0.0
2025-10-27 02:20:53.751808,hospital_B,11.3,87.9,10.5,1016.9,0,0.0
2025-10-27 03:20:53.751808,hospital_B,10.4,88.6,5.4,1033.04,0,0.0
2025-10-27 04:20:53.751808,hospital_B,14.6,84.3,10.1,1014.51,0,0.0
2025-10-27 05:20:53.751808,hospital_B,11.3,88.9,15.4,1011.78,0,0.0
2025-10-27 06:20:53.751808,hospital_B,15.9,84.8,15.0,1002.57,0,0.0
2025-10-27 07:20:53.751808,hospital_B,16.5,68.3,13.4,1010.63,0,0.0
2025-10-27 08:20:53.751808,hospital_B,18.7,71.2,17.4,1008.11,0,0.0
2025-10-27 09:20:53.751808,hospital_B,17.4,75.2,11.7,996.63,0,0.0
2025-10-27 10:20:53.751808,hospital_B,18.7,69.4,20.7,1017.2,0,0.0
2025-10-27 11:20:53.751808,hospital_B,15.9,84.2,22.2,1009.42,0,0.0
2025-10-27 12:20:53.751808,hospital_B,20.9,50.7,10.5,1021.82,0,0.0
2025-10-27 13:20:53.751808,hospital_B,14.5,64.8,17.5,989.68,0,0.0
2025-10-27 14:20:53.751808,hospital_B,16.7,57.5,21.0,980.0,0,0.0
2025-10-27 15:20:53.751808,hospital_B,13.9,60.8,19.0,1019.7,0,0.0
2025-10-27 16:20:53.751808,hospital_B,13.6,65.0,25.1,1006.02,0,0.0
2025-10-27 17:20:53.751808,hospital_B,15.9,82.4,16.0,1008.22,0,0.0
2025-10-27 18:20:53.751808,hospital_B,10.5,79.6,15.4,1021.05,0,0.0
2025-10-27 19:20:53.751808,hospital_B,9.6,83.9,15.9,1004.1,1,1.21
2025-10-27 20:20:53.751808,hospital_B,6.6,66.1,11.7,1035.9,0,0.0
2025-10-27 21:20:53.751808,hospital_B,4.0,81.4,10.2,1023.73,1,1.76
2025-10-27 22:20:53.751808,hospital_B,7.8,86.1,13.5,1012.39,0,0.0
2025-10-27 23:20:53.751808,hospital_B,9.8,75.1,16.9,1022.58,0,0.0
2025-10-28 00:20:53.751808,hospital_B,8.2,70.5,15.0,1008.95,0,0.0
2025-10-28 01:20:53.751808,hospital_B,7.8,68.9,6.3,1004.3,0,0.0
2025-10-28 02:20:53.751808,hospital_B,8.3,94.5,11.6,1005.39,0,0.0
2025-10-28 03:20:53.751808,hospital_B,11.8,78.1,9.0,1004.45,0,0.0
2025-10-28 04:20:53.751808,hospital_B,13.4,89.1,18.3,990.57,0,0.0
2025-10-28 05:20:53.751808,hospital_B,16.7,80.1,14.3,1036.19,1,2.82
2025-10-28 06:20:53.751808,hospital_B,16.8,82.3,9.5,1023.5,0,0.0
2025-10-28 07:20:53.751808,hospital_B,14.8,70.6,15.6,990.34,0,0.0
2025-10-28 08:20:53.751808,hospital_B,18.0,66.6,9.8,1003.05,0,0.0
2025-10-28 09:20:53.751808,hospital_B,17.4,73.8,8.1,989.28,0,0.0
2025-10-28 10:20:53.751808,hospital_B,17.3,65.9,24.1,1013.74,0,0.0
2025-10-28 11:20:53.751808,hospital_B,18.5,74.8,16.1,1030.17,1,3.02
2025-10-28 12:20:53.751808,hospital_B,18.7,59.1,23.2,997.1,0,0.0
2025-10-28 13:20:53.751808,hospital_B,19.7,56.2,18.1,986.43,0,0.0
2025-10-28 14:20:53.751808,hospital_B,17.9,54.3,21.8,1016.24,0,0.0
2025-10-28 15:20:53.751808,hospital_B,15.9,68.8,18.9,986.74,0,0.0
2025-10-28 16:20:53.751808,hospital_B,15.4,62.2,25.3,1028.63,0,0.0
2025-10-28 17:20:53.751808,hospital_B,8.1,74.6,19.6,993.09,0,0.0
2025-10-28 18:20:53.751808,hospital_B,10.0,65.6,20.7,1023.99,1,3.74
2025-10-28 19:20:53.751808,hospital_B,10.5,77.2,12.9,1000.88,0,0.0
2025-10-28 20:20:53.751808,hospital_B,12.1,77.9,17.2,980.0,1,2.55
2025-10-28 21:20:53.751808,hospital_B,7.5,71.2,13.2,986.12,0,0.0
2025-10-28 22:20:53.751808,hospital_B,9.5,77.5,4.9,1043.88,0,0.0
2025-10-28 23:20:53.751808,hospital_B,9.5,76.0,13.3,1029.87,1,0.3
2025-10-29 00:20:53.751808,hospital_B,7.6,72.1,13.7,1011.01,0,0.0
2025-10-29 01:20:53.751808,hospital_B,10.4,77.9,13.0,1005.26,0,0.0
2025-10-29 02:20:53.751808,hospital_B,7.8,96.2,13.0,1010.78,1,2.98
2025-10-29 03:20:53.751808,hospital_B,13.6,89.8,16.0,1033.07,1,2.63
2025-10-29 04:20:53.751808,hospital_B,12.5,87.4,15.2,1006.4,0,0.0
2025-10-29 05:20:53.751808,hospital_B,13.8,86.8,8.8,980.0,0,0.0
2025-10-29 06:20:53.751808,hospital_B,13.8,92.3,9.8,1013.9,0,0.0
2025-10-29 07:20:53.751808,hospital_B,17.1,59.3,16.1,996.96,0,0.0
2025-10-29 08:20:53.751808,hospital_B,16.8,75.2,9.7,1007.63,0,0.0
2025-10-29 09:20:53.751808,hospital_B,19.6,66.8,6.7,980.0,1,2.78
2025-10-29 10:20:53.751808,hospital_B,18.5,73.2,23.0,1009.16,0,0.0
2025-10-29 11:20:53.751808,hospital_B,20.0,61.1,18.9,1030.93,0,0.0
2025-10-29 12:20:53.751808,hospital_B,17.0,61.0,20.9,1035.7,0,0.0
2025-10-29 13:20:53.751808,hospital_B,16.8,58.2,19.9,1003.86,0,0.0
2025-10-29 14:20:53.751808,hospital_B,19.1,60.9,16.0,993.25,0,0.0
2025-10-29 15:20:53.751808,hospital_B,16.6,67.7,24.2,1021.06,0,0.0
2025-10-29 16:20:53.751808,hospital_B,12.4,57.0,22.1,1019.52,0,0.0
2025-10-29 17:20:53.751808,hospital_B,9.7,76.5,25.1,1031.9,0,0.0
2025-10-29 18:20:53.751808,hospital_B,12.3,75.4,18.1,1024.6,0,0.0
2025-10-29 19:20:53.751808,hospital_B,9.7,73.7,12.2,1006.33,0,0.0
2025-10-29 20:20:53.751808,hospital_B,6.7,78.4,11.9,989.33,0,0.0
2025-10-29 21:20:53.751808,hospital_B,6.9,73.7,12.0,1037.58,0,0.0
2025-10-29 22:20:53.751808,hospital_B,8.4,70.0,10.2,1006.37,0,0.0
2025-10-29 23:20:53.751808,hospital_B,10.7,76.3,10.5,985.36,0,0.0
2025-10-30 00:20:53.751808,hospital_B,6.5,69.0,7.2,1019.44,0,0.0
2025-10-30 01:20:53.751808,hospital_B,10.4,72.3,12.9,1002.11,0,0.0
2025-10-30 02:20:53.751808,hospital_B,11.9,87.7,8.4,1029.12,1,0.91
2025-10-30 03:20:53.751808,hospital_B,11.7,83.6,10.7,1018.41,1,2.58
2025-10-30 04:20:53.751808,hospital_B,12.6,93.0,13.5,1044.38,0,0.0
2025-10-30 05:20:53.751808,hospital_B,17.2,92.7,14.9,1011.59,0,0.0
2025-10-30 06:20:53.751808,hospital_B,17.6,80.8,14.2,1003.69,1,3.79
2025-10-30 07:20:53.751808,hospital_B,17.4,74.1,8.9,1042.43,0,0.0
2025-10-30 08:20:53.751808,hospital_B,21.0,64.7,12.4,1011.53,0,0.0
2025-10-30 09:20:53.751808,hospital_B,19.2,69.1,13.2,1009.78,0,0.0
2025-10-30 10:20:53.751808,hospital_B,17.7,74.5,23.8,991.86,0,0.0
2025-10-30 11:20:53.751808,hospital_B,18.3,73.1,16.3,1039.04,0,0.0
2025-10-30 12:20:53.751808,hospital_B,18.3,62.0,17.4,1000.6,0,0.0
2025-10-30 13:20:53.751808,hospital_B,20.8,58.7,17.7,1008.76,0,0.0
2025-10-30 14:20:53.751808,hospital_B,15.7,67.0,18.7,1003.31,0,0.0
2025-10-30 15:20:53.751808,hospital_B,12.8,71.7,17.8,1025.72,1,0.15
2025-10-30 16:20:53.751808,hospital_B,14.0,57.1,19.5,1025.01,0,0.0
2025-10-30 17:20:53.751808,hospital_B,15.6,68.9,17.2,1021.46,0,0.0
2025-10-30 18:20:53.751808,hospital_B,9.4,75.3,21.1,980.68,0,0.0
2025-10-30 19:20:53.751808,hospital_B,12.1,72.4,16.1,1008.52,0,0.0
2025-10-30 20:20:53.751808,hospital_B,8.0,79.7,16.9,1032.93,0,0.0
2025-10-30 21:20:53.751808,hospital_B,6.4,72.5,9.4,1030.48,0,0.0
2025-10-30 22:20:53.751808,hospital_B,10.5,71.2,12.2,1008.61,0,0.0
2025-10-30 23:20:53.751808,hospital_B,7.3,75.4,17.0,1004.45,0,0.0
2025-10-31 00:20:53.751808,hospital_B,6.7,79.5,13.1,1032.17,0,0.0
2025-10-31 01:20:53.751808,hospital_B,10.7,67.1,11.1,1031.26,0,0.0
2025-10-31 02:20:53.751808,hospital_B,11.4,92.5,10.0,980.0,1,2.46
2025-10-31 03:20:53.751808,hospital_B,8.1,75.8,14.4,1015.18,0,0.0
2025-10-31 04:20:53.751808,hospital_B,17.2,83.5,11.3,1050.0,1,1.56
2025-10-31 05:20:53.751808,hospital_B,15.8,85.2,13.1,1011.25,0,0.0
2025-10-31 06:20:53.751808,hospital_B,18.1,95.7,11.1,999.13,1,2.44
2025-10-31 07:20:53.751808,hospital_B,20.9,67.1,10.3,1006.18,0,0.0
2025-10-31 08:20:53.751808,hospital_B,19.3,71.4,13.7,980.0,1,10.43
2025-10-31 09:20:53.751808,hospital_B,17.0,75.3,9.2,1016.29,0,0.0
2025-10-31 10:20:53.751808,hospital_B,20.6,63.4,22.0,998.81,0,0.0
2025-10-31 11:20:53.751808,hospital_B,21.5,76.1,16.0,1001.42,0,0.0
2025-10-31 12:20:53.751808,hospital_B,21.8,54.6,16.4,1023.23,0,0.0
2025-10-31 13:20:53.751808,hospital_B,16.6,52.7,15.7,994.54,1,2.85
2025-10-31 14:20:53.751808,hospital_B,16.1,62.3,20.8,1005.62,0,0.0
2025-10-31 15:20:53.751808,hospital_B,15.5,58.9,16.5,991.57,0,0.0
2025-10-31 16:20:53.751808,hospital_B,12.9,68.8,19.1,1022.07,0,0.0
2025-10-31 17:20:53.751808,hospital_B,14.0,71.8,17.7,1022.14,0,0.0
2025-10-31 18:20:53.751808,hospital_B,9.7,78.0,19.9,995.59,0,0.0
2025-10-31 19:20:53.751808,hospital_B,10.9,74.1,15.0,1021.02,1,1.95
2025-10-31 20:20:53.751808,hospital_B,8.3,59.0,12.6,1005.92,0,0.0
2025-10-31 21:20:53.751808,hospital_B,7.7,83.1,13.2,998.82,1,5.15
2025-10-31 22:20:53.751808,hospital_B,5.5,78.0,12.1,1021.6,1,2.46
2025-10-31 23:20:53.751808,hospital_B,9.4,71.2,2.7,1015.18,0,0.0
2025-11-01 00:20:53.751808,hospital_B,8.8,69.2,9.4,1014.72,0,0.0
2025-11-01 01:20:53.751808,hospital_B,10.6,71.8,13.2,1003.34,0,0.0
2025-11-01 02:20:53.751808,hospital_B,7.7,96.5,10.0,1024.08,0,0.0
2025-11-01 03:20:53.751808,hospital_B,13.7,82.3,12.8,1028.6,1,1.39
2025-11-01 04:20:53.751808,hospital_B,14.7,82.4,10.8,1017.23,0,0.0
2025-11-01 05:20:53.751808,hospital_B,16.6,85.8,5.0,1024.99,0,0.0
2025-11-01 06:20:53.751808,hospital_B,10.2,84.8,15.6,1012.74,0,0.0
2025-11-01 07:20:53.751808,hospital_B,14.6,66.8,20.3,1008.67,0,0.0
2025-11-01 08:20:53.751808,hospital_B,18.8,76.9,9.8,1008.61,0,0.0
2025-11-01 09:20:53.751808,hospital_B,19.3,70.7,11.5,994.29,0,0.0
2025-11-01 10:20:53.751808,hospital_B,19.6,68.5,25.9,1040.75,0,0.0
2025-11-01 11:20:53.751808,hospital_B,20.5,68.5,15.3,1002.63,0,0.0
2025-11-01 12:20:53.751808,hospital_B,22.1,56.7,21.5,999.3,1,1.36
2025-11-01 13:20:53.751808,hospital_B,16.6,66.5,15.3,1017.75,0,0.0
2025-11-01 14:20:53.751808,hospital_B,17.3,59.1,23.5,1000.13,0,0.0
2025-11-01 15:20:53.751808,hospital_B,15.2,54.8,21.5,1010.27,0,0.0
2025-11-01 16:20:53.751808,hospital_B,15.6,56.0,22.1,995.45,1,0.3
2025-11-01 17:20:53.751808,hospital_B,13.3,75.4,13.8,1014.64,0,0.0
2025-11-01 18:20:53.751808,hospital_B,9.0,67.2,20.2,1037.27,1,0.05
2025-11-01 19:20:53.751808,hospital_B,9.1,70.1,12.6,1022.09,0,0.0
2025-11-01 20:20:53.751808,hospital_B,4.2,74.3,10.3,1020.44,0,0.0
2025-11-01 21:20:53.751808,hospital_B,12.6,71.5,12.3,1022.5,0,0.0
2025-11-01 22:20:53.751808,hospital_B,9.4,79.0,12.4,1011.13,0,0.0
2025-11-01 23:20:53.751808,hospital_B,5.8,71.9,7.9,1002.59,0,0.0
2025-11-02 00:20:53.751808,hospital_B,8.9,74.4,12.4,1005.42,1,4.53
2025-11-02 01:20:53.751808,hospital_B,15.7,78.0,8.3,1016.74,0,0.0
2025-11-02 02:20:53.751808,hospital_B,12.5,79.3,11.1,1009.68,0,0.0
2025-11-02 03:20:53.751808,hospital_B,10.8,93.4,15.0,1033.86,0,0.0
2025-11-02 04:20:53.751808,hospital_B,14.1,88.9,10.6,1003.86,0,0.0
2025-11-02 05:20:53.751808,hospital_B,13.8,95.2,12.7,1022.79,1,7.38
2025-11-02 06:20:53.751808,hospital_B,15.1,80.4,10.3,1011.39,0,0.0
2025-11-02 07:20:53.751808,hospital_B,17.5,65.4,15.6,1003.33,0,0.0
2025-11-02 08:20:53.751808,hospital_B,18.2,64.8,8.9,1007.65,0,0.0
2025-11-02 09:20:53.751808,hospital_B,17.7,73.1,9.6,1009.13,0,0.0
2025-11-02 10:20:53.751808,hospital_B,18.7,76.3,22.0,1015.62,0,0.0
2025-11-02 11:20:53.751808,hospital_B,18.7,64.0,20.8,1028.27,0,0.0
2025-11-02 12:20:53.751808,hospital_B,22.3,59.4,21.3,1034.46,0,0.0
2025-11-02 13:20:53.751808,hospital_B,19.3,63.8,19.3,1000.39,0,0.0
2025-11-02 14:20:53.751808,hospital_B,18.9,48.6,24.1,1030.09,0,0.0
2025-11-02 15:20:53.751808,hospital_B,14.6,60.3,18.9,1016.07,0,0.0
2025-11-02 16:20:53.751808,hospital_B,13.8,68.3,22.4,992.25,0,0.0
2025-11-02 17:20:53.751808,hospital_B,16.6,76.7,15.7,1025.06,0,0.0
2025-11-02 18:20:53.751808,hospital_B,10.0,76.2,20.2,1032.05,0,0.0
2025-11-02 19:20:53.751808,hospital_B,7.7,78.5,15.2,1016.22,0,0.0
2025-11-02 20:20:53.751808,hospital_B,8.5,77.3,11.0,997.8,0,0.0
2025-11-02 21:20:53.751808,hospital_B,9.6,72.3,11.0,1025.72,1,3.22
2025-11-02 22:20:53.751808,hospital_B,9.8,70.6,9.8,980.0,0,0.0
2025-11-02 23:20:53.751808,hospital_B,5.9,65.6,7.6,992.64,0,0.0
2025-11-03 00:20:53.751808,hospital_B,7.6,80.9,18.1,1017.6,1,0.81
2025-11-03 01:20:53.751808,hospital_B,9.8,75.5,17.6,1027.81,1,2.41
2025-11-03 02:20:53.751808,hospital_B,16.8,88.7,10.0,1009.88,1,7.53
2025-11-03 03:20:53.751808,hospital_B,10.5,76.7,12.9,1039.99,0,0.0
2025-11-03 04:20:53.751808,hospital_B,15.4,82.1,10.7,1006.45,0,0.0
2025-11-03 05:20:53.751808,hospital_B,13.4,83.2,16.0,1032.65,0,0.0
2025-11-03 06:20:53.751808,hospital_B,15.3,85.6,16.8,1024.25,1,1.83
2025-11-03 07:20:53.751808,hospital_B,18.2,67.3,5.7,1043.88,0,0.0
2025-11-03 08:20:53.751808,hospital_B,18.0,70.9,7.2,1010.1,0,0.0
2025-11-03 09:20:53.751808,hospital_B,24.1,60.8,8.9,1006.65,0,0.0
2025-11-03 10:20:53.751808,hospital_B,20.8,73.6,21.0,1010.42,0,0.0
2025-11-03 11:20:53.751808,hospital_B,21.1,71.2,21.6,1049.17,1,0.71
2025-11-03 12:20:53.751808,hospital_B,23.4,53.9,24.4,1019.0,0,0.0
2025-11-03 13:20:53.751808,hospital_B,16.4,61.5,24.0,1005.44,0,0.0
2025-11-03 14:20:53.751808,hospital_B,12.6,62.6,22.9,1010.45,0,0.0
2025-11-03 15:20:53.751808,hospital_B,14.9,63.0,18.5,1024.36,0,0.0
2025-11-03 16:20:53.751808,hospital_B,15.2,61.5,19.1,1006.89,0,0.0
2025-11-03 17:20:53.751808,hospital_B,9.7,72.0,13.8,994.5,0,0.0
2025-11-03 18:20:53.751808,hospital_B,10.9,81.6,19.4,1017.59,1,0.76
2025-11-03 19:20:53.751808,hospital_B,7.2,74.3,13.8,989.92,0,0.0
2025-11-03 20:20:53.751808,hospital_B,11.7,73.6,17.2,1044.07,1,0.34
2025-11-03 21:20:53.751808,hospital_B,4.5,77.8,12.3,1006.89,0,0.0
2025-11-03 22:20:53.751808,hospital_B,7.8,77.6,12.3,1002.55,0,0.0
2025-11-03 23:20:53.751808,hospital_B,9.3,73.0,13.4,995.11,0,0.0
